Title,Link,Description,Tags
Gujarat Textile Policy: Payroll Assistance (Fiscal Incentives to Labour Intensive Unit),https://www.myscheme.gov.in/schemes/gtcpaliu,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State.","Business, Entrepreneurship, MSMEs, Textile Industry, Labour Intensive Unit"
Gujarat Textile Policy: Power Tariff Subsidy,https://www.myscheme.gov.in/schemes/gtppts,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State.","Business, Entrepreneurship, MSMEs, Textile Industry"
Gujarat Textile Policy: Payroll Assistance,https://www.myscheme.gov.in/schemes/gtppa,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State.","Business, Entrepreneurship, MSMEs, Textile Industry"
Gujarat Textile Policy: Power Tariff Subsidy (Fiscal Incentives to Labour Intensive Unit),https://www.myscheme.gov.in/schemes/gtcptsliu,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State.","Business, Entrepreneurship, MSMEs, Textile Industry, Labour Intensive Unit"
Handicraft Mela Participation,https://www.myscheme.gov.in/schemes/hmp,"The scheme enables artisans and handicraft organizations to participate in government-sponsored melas across Gujarat and other states, fostering market access and preserving traditional crafts. Benefits include subsidized stall fees, promotional support, sales opportunities for handmade products.","Handicraft, Exhibition, Artisan, SHG, Embroidery, Pottery"
Handicraft Rebate Scheme,https://www.myscheme.gov.in/schemes/hrs-g,"The scheme provides 5–20% rebates on sales of handicraft goods to cooperatives, with higher incentives for women-led groups and during festivals. Applications are submitted online via e-Kutir.","Handicraft, Rebate, Festival, Artisan, Women"
Handicrafts Export Award,https://www.myscheme.gov.in/schemes/hea,"The ""Handicrafts Export Award"" scheme was launched by the Handlooms, Handicrafts, Textiles, and Khadi Dept, Government of Tamil Nadu. This award is given to encourage the exporters of handicraft items with a cash prize of ₹40,000/-, 4 gm gold medal, thamirapattiram & a certificate.","Exporter, Financial Assistance, Handicrafts, Manufacturer, Prize"
Haryana Provision of Sports Equipment Scheme,https://www.myscheme.gov.in/schemes/hposec,"""Haryana Provision of Sports Equipment Scheme"" by the Sports Dept, Government of Haryana provides sports equipment to Gram Panchayats and Municipal bodies to encourage youngsters in the state towards sports such as Volleyball, Football, Basketball, Handball, Boxing, Wrestling, Judo, Cricket, etc.","Equipment, Panchayat, Grant, Sports"
Hathkargha Samvardhan Sahayata,https://www.myscheme.gov.in/schemes/hss,“Hathkargha Samvardhan Sahayata” aims to meet the needs of handloom weavers for assistance on a larger scale for looms and accessories. It aims to provide financial assistance for technological up-gradation to improve the quality of the fabric and productivity.,"Entrepreneurship, Technology Upgradation, Weaver"
Khadi Gramodyog Vikas Yojana: Gramodyog Vikas Yojana,https://www.myscheme.gov.in/schemes/gvyoj,"The scheme aims to increase productivity and wages of Khadi artisans, improve production infrastructure, boost employment and sales, revive traditional rural skills, modernize sales outlets, and promote marketing and exports.","Khadi, Gramodyog, Agarbatti Programme, Leather Footwear Activity, Pottery Activity, Beekeeping Activity"
Jeevanam Self-Employment Scheme To Dependents Of Crime Victims,https://www.myscheme.gov.in/schemes/js-esdcv,"The scheme “Jeevanam Self-Employment Scheme to Dependents of Crime Victims” was launched by the Department of Social Justice, Government of Kerala.","Dependent, Victim, Self-Employment, Financial Assistance, Breadwinner"
Jharkhand Mukhyamantri Gram Gadi Yojana,https://www.myscheme.gov.in/schemes/jmggy,"The scheme ""Jharkhand Mukhyamantri Gram Gadi Yojana"" by the Transport Department, Government of Jharkhand, aims to enhance rural connectivity and provide affordable transportation facilities to rural residents. It supports private bus operators to operate on rural routes with financial assistance...","Financial Assistance, Bus Operators, Rural, Tax"
Jhota Buggi/Camel/Mule Cart Scheme (HSFDC),https://www.myscheme.gov.in/schemes/jbcmcshsfdc,"Under this scheme, the Corporation provides loans to individuals from Below Poverty Line (BPL) families, whose annual family income does not exceed ₹1,80,000/-, in both rural and urban areas for purchasing animal-driven carts such as Jhota Buggis, camel carts, and mule carts.","Jhota Buggi, Camel Cart, Mule Cart, HSFDC, BPL, Scheduled Caste, Loan"
Jyoti Gramodyog Vikas Yojana,https://www.myscheme.gov.in/schemes/jgvy,"The scheme provides margin money subsidies (25–30%) for new rural industrial projects (₹1,00,000/- to 25,00,000/-) to artisans, entrepreneurs, and SHGs, leveraging a 24-hour electricity supply in villages. Beneficiaries must be aged 25–50 years with a Class 10th education.","Business, Rural, Village, Artisan, SHG, Subsidy, Margin Money"
Kaimagga Vikasa Yojana - Karnataka,https://www.myscheme.gov.in/schemes/kvy-k,"The “Kaimagga Vikasa Yojana” aims to sustain and develop the handloom weaving skills of existing weavers and to attract young talent to the industry, thus preserving the rich cultural heritage of handloom weaving in Karnataka.","Handloom, Subsidy, Weaver, Skill Development"
Kayaka Spoorthi Scheme Karnataka,https://www.myscheme.gov.in/schemes/kssk,"The ""Kayaka Spoorthi Scheme"" aims to provide financial assistance to women Self-Help Groups (SHGs) engaged in the leather industry. The goal is to promote self-sufficiency and economic independence by enabling these women to start or expand business activities related to leatherwork.","Financial Assistance, SHG, Business Activities, Leather Industry"
Kerala Stressed MSMEs Revival & Rehabilitation Scheme,https://www.myscheme.gov.in/schemes/ksmsmerrs,The “Kerala Stressed MSMEs Revival & Rehabilitation Scheme” intends to provide financial and other handholding support to the MSMEs which show signs of stress and to convert their non-productive assets into productive assets.,"Stressed, MSME, Revival, Rehabilitation, Sick Unit, Closed Unit"
Khadi Karigar Janashree Bima Yojana,https://www.myscheme.gov.in/schemes/kkjby,"A group insurance scheme by MoMSME for khadi artisans (spinners and weavers). The scheme provides insurance cover against normal death, accidental death and disability of the insured member.","Insurance, Entrepreneur, Business, Persons With Disability, Citizen Empowerment"
Financial Assistance for Purchase of Existing Assets,https://www.myscheme.gov.in/schemes/fapea,"The scheme aims to assist the units who are in existence for a minimum period of 2 years with good track record. The assistance is provided for purchase of existing land, building and machinery with prescribed residual life. The applications for this scheme are accepted online only.","Entrepreneur, Industry, Loan, Investment, Asset, Financial Assistance"
Financial Assistance for Setting Up of Cold Storage,https://www.myscheme.gov.in/schemes/fasucs,"The scheme aims to assist the Proprietary/Partnership Concerns, Public/Private Limited Companies, Co-operative Societies, Market Committees, Boards, and Agro Industries Corporations. The assistance is provided for setting up of Cold Storage facilities. The applications for this scheme are online.","Entrepreneur, Industry, Loan, Investment, Storage, Financial Assistance"
Financial Assistance to Industrial Parks: Assistance on Fixed Capital Investment,https://www.myscheme.gov.in/schemes/faitfci,"The scheme ""Financial Assistance to Industrial Parks"" under the Gujarat Industrial Policy aims to boost industrial growth through financial assistance, modern technologies, and enhanced facilities for industrial parks and clusters.","Industrial Parks, Entrepreneurship, Fixed Capital Investment"
Financial Assistance to Industrial Parks: Infrastructure Facilities,https://www.myscheme.gov.in/schemes/faitif,"The scheme ""Financial Assistance to Industrial Parks"" under the Gujarat Industrial Policy aims to boost industrial growth through financial assistance, modern technologies, and enhanced facilities for industrial parks and clusters.","Industrial Parks, Entrepreneurship, Fixed Capital Investment"
Financial Assistance to Launderers and Barbers,https://www.myscheme.gov.in/schemes/falb,"The scheme aims to extend financial assistance to the Launderers and barbers for the purchase of worktables & furniture, etc. The applications for this scheme are accepted online through the PIPDIC portal.","Industry, Entrepreneur, Loan, Furniture, Barber"
Financial Assistance to Industrial Parks: Stamp Duty,https://www.myscheme.gov.in/schemes/faitsd,"The scheme ""Financial Assistance to Industrial Parks"" under the Gujarat Industrial Policy aims to boost industrial growth through financial assistance, modern technologies, and enhanced facilities for industrial parks and clusters.","Industrial Parks, Entrepreneurship, Stamp Duty"
Financial Assistance to Non Governmental Organisations,https://www.myscheme.gov.in/schemes/fatngo,"The ""Financial Assistance to Non Governmental Organisations"" scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide financial assistance to the NGO run a school for children with intellectual disability.","NGO, Children, School, Person With Disability"
Financial Assistance to Youth Groups,https://www.myscheme.gov.in/schemes/fatyg,The scheme aims to promote self-employment & entrepreneurship among rural youth by providing financial support. Financial assistance is provided to Mangal Dals affiliated with the department to help them start employment-oriented projects in 18 identified business sectors.,"Employment, Self-employment, Entrepreneur, Mangal Dal, Youth"
Financial Incentives for Certification and Intellectual Property Rights Reimbursement Scheme,https://www.myscheme.gov.in/schemes/ficiprrs,"The scheme aims to provide financial incentives to industrial units, hospitals, and educational institutions in the State of Goa to obtain quality certifications and register Intellectual Property Rights, thereby enhancing their competitive strength in global markets and promoting innovation.","Hospital, Institution, Enterprise, Certification, Incentive"
Flower Development (Demonstration),https://www.myscheme.gov.in/schemes/fdd,"The scheme aims to promote flower cultivation through demonstrations of major flowers like rose, tuberose, and marigold by providing financial assistance to farmers.","Flower Development, Horticulture, Floriculture, Farmer"
Konkani Drama Competition,https://www.myscheme.gov.in/schemes/kdc,"The ""Konkani Drama Competition"" is a cultural scheme by Kala Academy under the Dept. of Art and Culture, Govt. of Goa. It is held annually to promote theatre among the institutions. Eligible participants are those registered under the Societies Registration Act, 1860, with renewed registration.","Academy, Prizes Awarded, Financial Assistance, Institutions"
LIDCOM Gattai Stall Scheme,https://www.myscheme.gov.in/schemes/lgss,"Being implemented by LIDCOM, Govt. of Maharashtra for the Roadsides Cobblers from the (Scheduled Caste) Charmakar Community, this scheme provides a 100% subsidy for the erection of a Tin Stall of Size 4’ x 5’ x 6.5’ costing ₹16367/- per stall and ₹500/- incidental charges.","Business, Subsidy, Entrepreneurship, Banking, Scheduled Caste"
LIDCOM Training Scheme,https://www.myscheme.gov.in/schemes/lts,"Being implemented particularly for the Charmakar Community, the ""Training Scheme"" is a scheme by the Leather Industries Development Corporation (LIDCOM), Govt. of Maharashtra. This scheme is being implemented for the students to enable them to start their own businesses, trade, or get a job.","Skill, Training, Employment, Entrepreneurship, Scheduled Caste"
Lakhpati Didi Yojana - Uttarakhand,https://www.myscheme.gov.in/schemes/ldyuk,The primary objective of the scheme is to improve the economic status of women in Uttarakhand by empowering them to become financially self-reliant and achieve the status of “Lakhpati Didis.”,"Lakhpati Didi, Woman, SHG"
Laghu Vyavassay Scheme,https://www.myscheme.gov.in/schemes/lvsh,"""Laghu Vyavassay Scheme"" is an economic empowerment scheme by the Haryana Scheduled Castes Finance and Development Corporation, Govt of Haryana. In this scheme, loans are provided to individuals from Scheduled Castes for self-employment/ income-generating activities.","Loan, Scheduled Caste, Entrepreneurship, Subsidy, Employment"
Land/Built-Up Area Rebate Scheme,https://www.myscheme.gov.in/schemes/lbuars,"""Land/Built-Up Area Rebate Scheme"" by the Dept. of IT, Govt. of Goa. The scheme aims to provide Land / Built-up Area Rebate to the IT Industry in the state of Goa. A one-time rebate for the purchase of Land for creating IT Office Space and for the purchase of Built-Up office space for IT operations.","Rebate, Land, Office, Employee"
Lease Rental Subsidy Scheme,https://www.myscheme.gov.in/schemes/lrss,"Launched in 2018, the ""Lease Rental Subsidy Scheme"" is one of the ""Information Technology Policy Schemes"" by the Department of Information Technology, Government of Goa. The objective and the scope of this scheme is to provide Lease Rental Subsidy to the eligible Information Technology Units in Goa.","Office, Employee, Subsidy, Lease, Rent"
Lease Rental Rebate Scheme for Goan Diaspora,https://www.myscheme.gov.in/schemes/lrsgd,"The ""Lease Rental Rebate Scheme for Goan Diaspora"" is one of the ""IT Policy Schemes"" by the Dept of IT, Govt of Goa. The objective is to provide Lease Rental Rebate for Goan Diaspora. A 100% reimbursement of the lease rentals will be provided for a period of first 6 months of operations.","Lease, Rent, Reimbursement, Business, Company"
License for Repairers of Weights-Measures and Weighing Instruments,https://www.myscheme.gov.in/schemes/lfrowam,"Under this scheme, a government-approved license is issued to repairers of weights and measuring instruments, enabling them to repair such instruments used by traders as a means of self-employment and to ensure their livelihood.","Self-employment, License, Instruments, Metrology, Repairers Of Weights, Repairers Of Measuring Instruments"
Livelihood Opportunity Promotion Scheme (Scheduled Caste),https://www.myscheme.gov.in/schemes/lopssc,"The scheme aims to promote self-employment among Scheduled Castes. It provides financial aid, including loans, margin money, and grants, for livelihood projects.","Financial Assistance, Loan, Scheduled Caste, Self-Employment"
Livelihood Opportunity Promotion Scheme (Disabled),https://www.myscheme.gov.in/schemes/lopsd,"The scheme aims to promote self-reliance among persons with disabilities through grants, term loans, and margin money assistance.","Financial Assistance, Person With Disability, Self-employment, Loan, Margin Money, Shop"
Livelihood Opportunity Promotion Scheme (Scheduled Tribes),https://www.myscheme.gov.in/schemes/lopsst,"The scheme aims to promote self-employment among Scheduled Tribe individuals through financial support, including loans, margin money, and grants.","Financial Assistance, Scheduled Tribe, Loan, Margin Money, Self-employment"
Loan Based Schemes For Safai Karamchari - Sanitary Marts Scheme,https://www.myscheme.gov.in/schemes/lbssk-sms,"A  contributory Loan scheme by Ministry of Social justice and Empowerment for individual beneficiaries/self help groups of Liberated Safai Karamchari, Manual Scavengers and their dependants aged 18 years and above, for setting up A Sanitary Marts (SM) is a one-stop-shop for all things for sanitation","Sanitary Mart, Loan, Financial Assistance, Credit, Sanitation, Manual Scavengers, Waste Pickers, Safai Karamcharis"
Loan Based Schemes For Safai Karamchari - General Term Loan (GTL),https://www.myscheme.gov.in/schemes/lbssf-gtl,"A general term loan scheme by the Ministry of Social justice and Empowerment for Safai Karamchari, Manual Scavengers, and their dependants aged 18 years and above.","Safai Karamcharis, Entrepreneurship, Loan, Financial Assistance, Credit, Sanitation, Manual Scavengers, Waste Pickers"
Loan Based Schemes For Safai Karamchari - Swachhta Udyami Yojana – Swachhta Se Sampannta Ki Aur,https://www.myscheme.gov.in/schemes/lbssk-suy,"A general term loan scheme by the Ministry of Social justice and Empowerment for Safai Karamchari, Manual Scavengers and their dependants aged 18 years and above for procurement of sanitation-related vehicles.","Entrepreneurship, Loan, Financial Assistance, Credit, Sanitation, Manual Scavengers, Waste Pickers, Safai Karamcharis"
Loan for Small Businesses (DAADC),https://www.myscheme.gov.in/schemes/sbsdaadc,"The scheme aims to promote self-employment among Scheduled Caste individuals belonging to Antyodaya Anna Yojana families by providing financial assistance for starting small businesses. Under this scheme, eligible beneficiaries are provided a loan of upto ₹1,25,000/- at a concessional interest rate.","Loan, Self-employment, Scheduled Caste, Small Business, Antyodaya Family"
Loan for the Purchase of Tools (GBOCWWB),https://www.myscheme.gov.in/schemes/lpt-gbocwwb,"""Loan for the Purchase of Tools (GBOCWWB)"" is a Welfare Scheme by the Goa Building and Other Construction Workers Welfare Board of the Dept of Labour and Employment, Govt of Goa. Through this scheme, the worker registered with the Board is provided with a loan of ₹5,000/- for the purchase of tools.","Tool, Loan, Labour, Worker, Financial Assistance"
"Logistics Excellence, Advancement, and Performance Shield",https://www.myscheme.gov.in/schemes/leaaps,"The scheme aims to acknowledge and celebrate best practices and innovations in the logistics industry across sectors. It also aims to promote sustainability, efficiency, and technological advancement in alignment with national logistics initiatives.","Startups, Award, Industry, MSME"
Low Tension Power Tariff (LTPT) Subsidy,https://www.myscheme.gov.in/schemes/ltpts,"The scheme ""Low Tension Power Tariff (LTPT) Subsidy"" is introduced to assist MSME enterprises in reducing their electricity costs. A subsidy of 20% is given for 36 months from the date of commencement of production or from the date of obtaining power connection, whichever is later.","Electricity, Power, Subsidy, MSME, Enterprise"
MICRO FINANCE (Gopalak Nigam),https://www.myscheme.gov.in/schemes/msggvn,Micro-loan scheme for Rabari and Bharwad caste entrepreneurs in Gujarat. Provides up to ₹1.25 lakh loan at 5% interest with only 5% beneficiary contribution.,"Microfinance, Rabari & Bharwad Caste, Small Businesses, Loan"
Long Term-Loan to SC Co-op Spinning Mills under Special Component Plan,https://www.myscheme.gov.in/schemes/ltltscosmuscp,"The scheme ""Long Term-Loan to SC Co-op Spinning Mills under Special Component Plan"" was introduced by the Department of Social Justice & Special Assistance, Government of Maharashtra. The scheme aims to promote the development of spinning mills owned by scheduled caste members.","Scheduled Caste, Social Welfare, Loan, Financial Assistance, Mill, SC"
MSME Sustainable (ZED) Certification Scheme,https://www.myscheme.gov.in/schemes/mszcs,MSME Sustainable (ZED) Certification Scheme is an extensive drive to create awareness amongst MSMEs about Zero Defect Zero Effect (ZED) practices and motivate and incentivize them for ZED Cerficaon while also encouraging them to become MSME Champions.,"Certification, Incentives, Rewards, Zero Defect Zero Effect, Business & Entreurprneurship"
Machhali Palan,https://www.myscheme.gov.in/schemes/fishfarminguk,"The scheme aims to provide financial support to fishermen for repairing, reconstructing, and replacing damaged boats and nets due to disasters.","Fish Farming, Fishermen, Boat, Net, Fish Seed Farm"
Micro Credit Finance under NSKFDC- Haryana,https://www.myscheme.gov.in/schemes/mcfnskfdc-h,"Under this scheme, loan is provided to Safai Karamchari and their dependents for projects with a maximum cost up to ₹1,00,000/- per beneficiaries for small and petty trade/business and various income generating activities.","Micro Credit, NSKFDC, Safai Karamcharis, Loan, Self-employment, HSFDC"
Microcredit Finance Scheme- Self Help Groups (DAADC),https://www.myscheme.gov.in/schemes/mfs-shg,The scheme aims to promote self-employment for SC individuals. It offers microloans to start small businesses and become economically self-sufficient.,"SHGs, Loan, Self-employment, Business, Unemployment"
Micro Finance Scheme- Credit Line 2 for Minority Community,https://www.myscheme.gov.in/schemes/mfs-cl2mc,"The scheme is implemented by the Haryana Backward Classes &d Economically Weaker Sections Kalyan Nigam. Under the scheme, small loans of ₹1,50,000/- per beneficiary are provided to members of Self-Help Groups (SHGs), either directly or through the SHGs.","Micro Finance, Credit Line, Minority Community, Loan, SHG"
Mill Gate Price Subsidy Scheme,https://www.myscheme.gov.in/schemes/mgpss,"The scheme provides 15% subsidy on yarn purchases from NHDC depots to handloom weavers, cooperatives, and NGOs, along with freight reimbursement (1–8.5%). Intended beneficiaries include weavers below the poverty line.","Yarn, Subsidy, Silk, Jute, Freight, Handloom"
Micro Finance Scheme- Credit Line 1 for Minority Community,https://www.myscheme.gov.in/schemes/mfs-cl1mc,"The scheme is implemented by the Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam. Under the scheme, small loans of ₹1,00,000/- are provided to members of SHGs, either directly or through the SHGs, to meet the needs of the poorest among the poor.","Micro Finance, Credit Line, Minority Community, Loan, SHG"
Migrants Employment Generation Programme,https://www.myscheme.gov.in/schemes/megp,"The Government of Tamil Nadu has launched the “Migrants Employment Generation Programme (MEGP)” for the Non-Resident Tamils, who returned back to Tamil Nadu due to Covid-19 Pandemic.","Covid-19, Migrant, Employment, Loan, Subsidy, MEGP, Entrepreneur"
Mobile Food Court Van (DAADC),https://www.myscheme.gov.in/schemes/mfcvs,"The scheme aims to generate self-employment opportunities in the food and beverage sector by providing credit to unemployed scheduled caste individuals belonging to Antyodaya families. Under this scheme, loans are provided to the eligible beneficiaries at a concessional interest rate.","Loan, Self-employment, Scheduled Caste, Antyodaya, Food Court Van"
Modified Market Development Assistance Scheme,https://www.myscheme.gov.in/schemes/mmdas,"The scheme aims to enhance the production and sales of Khadi and Polyvastra products by supporting technology upgradation, market promotion, and providing direct incentives to artisans and Karyakartas. It targets Khadi Institutions and their associated artisans and workers.","Artisan, Production, Marketing, Subsidy, Incentive"
Motivation Of Unemployed Persons To Start Self-Employed Enterprises Scheme,https://www.myscheme.gov.in/schemes/mupsese,The scheme “Motivation of Unemployed Persons To Start Self-Employed Enterprises Scheme (MUPSES)” was launched by the Union Territory of Puducherry in the year 2006 with a view to encouraging self-employment among the youth in manufacturing and service activities.,"Motivation, Unemployed, Youth, Self-employment, Enterprises, Loan, Subsidy"
Motivation of Entrepreneurs and Financial Assistance for Rehabilitation of Sick Industries,https://www.myscheme.gov.in/schemes/mefarsi,"Through this scheme, the cost of implementing suggestions given by the experts in the field of technology, marketing and finance engaged to advise sick units is reimbursed. 50% subsidy towards the cost of diagnostic study by technical institutions initiated through Financial Institutions/Banks/etc.","Rehabilitation, Industry, Business, Subsidy, Finance"
Motivation of Unemployed Persons to Start Self-employed Enterprises,https://www.myscheme.gov.in/schemes/mupssee,"The scheme “Motivation of Unemployed Persons to Start Self-employed Enterprises” by the Dept of Industries and Commerce, UT of Puducherry was introduced to encourage self-employment among the youth in manufacturing and service activities, supporting the growing economy of Puducherry.","Loan, Unemployed, Entrepreneurship, Enterprise, Manufacturing"
Motorcycle Taxi Yojana,https://www.myscheme.gov.in/schemes/mcty,"The scheme aims to promote self-employment among the residents of Uttarakhand by providing interest-free loans for purchasing motorcycles or scooters to operate as motorcycle taxis, thereby enhancing tourism connectivity and generating livelihood opportunities in the state.","Motorcycle, Taxi, Self-Employment, Scooter, Interest-Free Loan"
Mukhya Mantri Seekho Kamao Yojana,https://www.myscheme.gov.in/schemes/mmsky,"The Mukhya Mantri Seekho Kamao Yojana provides On-the-Job Training (OJT) to educated youth in registered industries and businesses. Annually, 1 lakh youth will benefit, with a stipend of up to ₹1 lakh funded by the state government.","Youth, Industrial, Job, Training, Education"
Mukhya Mantri Yuva Udyami Yojana,https://www.myscheme.gov.in/schemes/myuy,"The scheme ""Mukhya Mantri Yuva Udyami Yojana"" was launched on 1st August 2014 by the Department of Micro, Small & Medium Enterprises, Government of Madhya Pradesh. The scheme provides loans to the citizens of Madhya Pradesh who want to set up their industries.","Entrepreneurship, Business, Financial Assistance, Loan, Bank, MSME"
Mukhya mantri Swarojgar Yojana,https://www.myscheme.gov.in/schemes/msy,"The scheme aims to provide benefits financial assistance, interest subsidies, and a guarantee. the government of Madhya Pradesh gives loans to the state's citizens to establish employment so that all citizens can start employment.","Self Employment, Business, Financial Assistance, Loan, Bank"
Mukhyamantri Aarthik Kalyan Yojana,https://www.myscheme.gov.in/schemes/maky,"The scheme “Mukhyamantri Aarthik Kalyan Yojana” was launched by the Department of Industrial Policy and Investment Promotion, Government of Madhya Pradesh on 1st August 2014.","Scheduled Caste, Below Poverty Line, Loan, Financial Assistance, Economic Welfare"
Mukhyamantri Alpasankhyak Udyami Yojana,https://www.myscheme.gov.in/schemes/mauyb,"This is a flagship scheme of the Bihar government aimed at promoting entrepreneurship and self-employment among the youth by providing financial assistance of up to ₹10,00,000/- for setting up businesses.","Entrepreneurship, Youth, Business, Self Employment, Minority"
Mukhyamantri Alpsankhyak Rozgar Rinn Yojana,https://www.myscheme.gov.in/schemes/marry,"The objective of this scheme is to provide loans of up to ₹5,00,000/- at a simple annual interest rate of 5% to youths from minority communities (Muslim, Sikh, Christian, Buddhist, Jain, and Parsi) for generating employment.","Minority, Employement, Youth, Loan"
Mahila Adhikarita Yojana under NSKFDC- Haryana,https://www.myscheme.gov.in/schemes/maynskfdc-h,"Under this scheme, loan is provided to woman Safai Karamchari and their dependent daughters for projects with a maximum project cost of up to ₹2,00,000/- for small and petty trade/businesses, and various income-generating activities such as beauty parlors, boutiques, cosmetic shop, bangle shop, etc.","Mahila, Adhikarita, NSKFDC, Woman, Self-Employment, Loan, HSFDC, Safai Karamchari"
Mahila Bakri Palan,https://www.myscheme.gov.in/schemes/mbp,"The scheme aims to empower women, especially abandoned, widowed, destitute, single, and disaster-affected women, by providing them support for goat rearing to generate livelihood and improve household income.","Goat, Goat Rearing, Widow, Abandoned, Destitute, Disaster Affected Woman"
Mahila Dairy Vikas Pariyojana - Uttarakhand,https://www.myscheme.gov.in/schemes/mddpu,"The scheme aims to empower rural women in Uttarakhand by promoting their active participation in the dairy sector through Women Milk Producers Cooperative Societies, enhancing milk production, and providing training, incentives, and awareness programs for sustainable livelihood development.","Dairy Development, Woman, Milk Production, Cooperative Society, Training, Milk Procurement"
"Mahila Kamgar Kaushal Unnayan Evan Theka Shramik, Hamaal Tatha Ghareloo Mahila Kamgaar Parivar Sashaktikaran Yojana",https://www.myscheme.gov.in/schemes/mkku,"Chhattisgarh State Government started a scheme ""Mahila Kamgar Kaushal Unnayan Evan Theka Shramik, Hamaal Tatha Ghareloo Mahila Kamgaar Parivar Sashaktikaran Yojana"" for unorganized worker on 11 March 2015.","Training, Empowerment, Learning, Women"
Mahila Kisan Yojana,https://www.myscheme.gov.in/schemes/mkyh,"The scheme ""Mahila Kisan Yojana"" is an economic empowerment scheme by the Scheduled Castes Finance and Development Corporation, Government of Haryana. Through this scheme, loans are provided to the women from Scheduled Castes for the betterment of their economic status through self-employment.","Women, Employment, Loan, Subsidy, Enterpreneur, Scheduled Caste"
Mahila Samiriddhi Yojana for Backward Classes- Haryana,https://www.myscheme.gov.in/schemes/msybc,"This scheme, implemented by the Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam, provides loans up to ₹1,25,000/- per beneficiary exclusively to women entrepreneurs of the target group, either directly or through self-help groups.","Mahila, Woman, Backward Classes, Woman Entrepreneur, Loan, Self-help Group"
Mahila Samriddhi Yojana,https://www.myscheme.gov.in/schemes/cbssc-msy,"This is a micro-financing programme aiming towards the empowerment of women from underprivileged backgrounds or economically backward areas. Through this scheme, these women can apply for a loan at a nominal interest rate to fulfil their dreams and goals and gain financial independence.","Empowerment, SHG Women, Financial Inclusion Women"
Mahila Samriddhi Yojana (for women only) GNTDNT,https://www.myscheme.gov.in/schemes/msygntdnt,"The scheme aims to create self-employment for women of nomadic and denotified castes and support women entrepreneurs doing independent business. Through this scheme, microfinance is provided to women beneficiaries to pursue a business/occupation of their choice.","Entrepreneurs, Self Employment, Business, Micro Finance"
Mahila Samriddhi Yojana (GTKVN),https://www.myscheme.gov.in/schemes/msygtkdc,"The scheme aims to empower women entrepreneurs from Thakor & Koli communities by providing access to micro-loans for self-employment. Under this scheme, financial assistance in the form of low-interest loans is provided to eligible beneficiaries to set up small businesses based on their skills.","Self-Employment, Business, Thakor Caste, Loan, Woman, Koli Caste"
Mahila Samruddhi Yojana (DAADC),https://www.myscheme.gov.in/schemes/msydaadc,"The scheme aims to promote self-employment and financial independence among women from the Antyodaya Samaj, especially from Scheduled Castes. Under this scheme, loan up to ₹50,000/- is provided at a concessional interest rate to eligible women for starting small-scale businesses.","Loan, Woman, Scheduled Caste, Self-employment, Antyodaya Samaj"
Mahila Samridhi Yojana under NSKFDC- Haryana,https://www.myscheme.gov.in/schemes/msynskfdc-h,"This scheme offers loans up to ₹1,00,000/- to women Safai Karamcharis or their dependents for economic development through self-employment initiatives, such as establishing cloth shops, dairies, tea shops, bangle shops, beauty parlours, papad making, basketry, tailoring shops, etc.","Mahila, Samridhi, NSKFDC, HSFDC, Safai Karamcharis, Loan, Self-employment, Woman"
Mahila Samruddhi (Gujarat Backward Caste Development Corporation),https://www.myscheme.gov.in/schemes/msgbcdc,"The scheme aims to create self-employment for women from the backward classes. Through this scheme, low-interest rate loans are provided to female beneficiaries.","Loan, Woman, Small Scale Credit, Self Empowerment, Backward Classes"
Mahila Swavlamban Scheme,https://www.myscheme.gov.in/schemes/mssg,"The scheme provides financial assistance to women from rural and urban areas for undertaking economic activities, with support in the form of a subsidy and loans.","Economic Development, Women Empowerment, Loans"
Mahila Samruddhi Yojana (GSKVN),https://www.myscheme.gov.in/schemes/msygskvn,"The scheme aims to provide financial assistance to female Safai Kamdars and their dependents to start small businesses. Through this scheme, loans for various self-employment ventures are provided to eligible female individuals.","Small Business, Loan, Interest, Shops"
Mahila Samrudhhi Yojana (Gujarat Gopalak Vikas Nigam),https://www.myscheme.gov.in/schemes/msyggvn,"The scheme aims to create self-employment for women and make them self-reliant. Through this scheme, individual women entrepreneurs are provided with microfinance loans to start a business of their choice.","Self Employment, Loan, Entrepreneurs, Self Reliant"
Maintenance Grant to Institutions and Organizations Engaged in Cultural Activities,https://www.myscheme.gov.in/schemes/mgioeca,"The ""Maintenance Grant to Institutions and Organizations Engaged in Cultural Activities"" scheme was launched by the Arts and Culture Department, Puducherry. The scheme aims to provide a maintenance grant to the organizations engaged in cultural activities.","Financial Assistance, Maintenance Grant, Organization"
