Scheme_ID,Title,Category,Description,Tags,Link
2584a3d0,Reimbursement of Tution Fee for SC/ST/OBC/Min students in Public Schools in Class I to XII,Education Learning,"The scheme aims to provide financial support by reimbursing tuition and compulsory fees for SC/ST/OBC students from low-income families (below ₹3,00,000/- per annum) studying in recognized schools in Delhi. Beneficiaries must meet academic and attendance criteria.","Student, Scheduled Caste, Scheduled Tribe, Other Backward Class, Education, SC, ST, OBC, School",https://www.myscheme.gov.in/schemes/rotffssipsic
fe141f30,Research Fellowship In Sciences For Meritorious Students,Education Learning,The Research Fellowship in Sciences for meritorious students (RFSMS) scheme of the UGC is open to candidates who have registered for Ph.D. in Science in Universities with Potential for Excellence/Centres with Potential for Excellence/Centres of Advance Studies and Department of Special Assistance.,"Research, Fellowship, Student",https://www.myscheme.gov.in/schemes/rfsms
9ca51f31,Research Study/Seminar (Grant-in-Aid Scheme),Education Learning,"The scheme aims to promote Research Studies, Seminars, and Travel Grants Assistance in official statistics. It provides financial assistance and data support to eligible research institutions/organizations and Central Government officials to bridge data gaps.","Institution, Research, Grant, Seminar, Travel",https://www.myscheme.gov.in/schemes/rssgias
4e036246,SERB International Research Experience,Education Learning,"The Science and Engineering Research Board (SERB), a statutory body under the Department of Science and Technology, Government of India has launched ""SERB International Research Experience (SIRE)"".","SERB, International Research, SIRE, Fellowship, Fellow",https://www.myscheme.gov.in/schemes/sire
de6d8879,Saraswati Sadhana Yojana to Socially and Educationally Backward Girls studying in Class 9th,Education Learning,"Under this scheme, free bicycle assistance is provided to Socially and Educationally Backward class girls studying in Class 9 in government and grant-in-aid schools across Gujarat.","Education, Bicycle, Girl Student, Socially And Economically Backward Class",https://www.myscheme.gov.in/schemes/ssyseb
8b94d1c5,Saraswati Sadhana Yojana to Economically Backward Class Girls studying in Class 9,Education Learning,"Under this scheme, free bicycle assistance is provided to economically backward class girls studying in Class 9 in government and grant-in-aid schools across Gujarat.","Education, Bicycle, Girl Student, Economically Weaker Sections",https://www.myscheme.gov.in/schemes/ssyebc
d3f5f5d9,Saraswati Vidya Yojana: Free Distribution of Bicycles,Education Learning,"“Free Distribution of Bicycles'' under “Saraswati Vidya Yojana”, implemented by the Directorate of Education, U.T. Administration Of DNH & DD, aims to provide bicycles free of cost to all the girl students, studying in class VIII(8) in the Govt. & Govt. aided schools/ Institutes.","Student, Girls, Bicycles, School, Social Empowerment",https://www.myscheme.gov.in/schemes/svyfdb
a7bcbd74,National Renewable Energy Fellowship Scheme of the Human Resource Development Programme in New and Renewable Energy,Education Learning,"Through this scheme, fellowships will be provided for pursuing higher studies/ advanced research in renewable energy. The fellowship scheme is directly aligned with the overall requirement of renewable energy, research thrust areas identified by MNRE.","Renewable Energy, Fellowship, MNRE, Research",https://www.myscheme.gov.in/schemes/nrefhrdnre
56b0c5ad,Netaji Subhas - ICAR International Fellowship,Education Learning,"Introduced in 2009-10, the “Netaji Subhas - ICAR International Fellowship” is a scheme by to develop competent human resource that are trained in the identified best laboratories in the world (for Indian candidates) and similarly expose overseas candidates to the best Agriculture Universities.","Fellowship, Agriculture",https://www.myscheme.gov.in/schemes/ns-icarif
46768a02,New Akanksha Scheme (Educational Loan) (GTKVN),Education Learning,"Under this scheme, education loans are provided at subsidized interest rates to students belonging to Thakor and Koli communities for pursuing graduate and postgraduate studies in fields such as engineering, medical, MBA, and MCA.","Professional Education, Technical Education, Graduate, Postgraduate, Education Loan, Thakor Caste, Koli Caste",https://www.myscheme.gov.in/schemes/elsgtkdc
7f3ff890,New Akanksha Scheme (Higher Education Loan) (GGDC),Education Learning,"This scheme provides educational loans of up to ₹15.00 lakh to students belonging to the Rabari and Bharwad castes from socially and educationally backward classes for pursuing higher professional courses such as medical, dental, engineering, pharmacy, etc.","Higher Education, Loan, Rabari Caste, Bharwad Caste, Student",https://www.myscheme.gov.in/schemes/newakankshaggvn
91f6ea80,Physical Research Laboratory Award,Education Learning,"The PRL Award, instituted by the late Prof. Devendra Lal, former Director of the Physical Research Laboratory (PRL), is awarded biennially to recognize outstanding Indian scientists for original work in Earth & Planetary systems, including areas like Oceanography, Atmospheric Sciences & Meteorology.","Award, Scientist, Cash Prize",https://www.myscheme.gov.in/schemes/prla
7cd88708,Post Graduate Indira Gandhi Scholarship For Single Girl Child,Education Learning,"A scholarship scheme by the University Grants Commission for Girl students who are admitted in the first year of PG courses in any designated university or a postgraduate college, and happen to be the only girl child in the family. The amount of fellowship is ₹ 36,200/- per annum.","Scholarship, Girl Child",https://www.myscheme.gov.in/schemes/pg-igssgc
8e827b3b,Post Doctoral Fellowship to Scheduled Caste/Scheduled Tribe Candidates,Education Learning,"This scheme has been initiated keeping in view social background of candidates from the deprived section of society and to provide them an opportunity to undertake advanced studies and research in Science, Engineering & Technology, Humanities and Social Sciences in Indian Universities/Institutions.","Post Doctoral, Fellowship, Scheduled Caste, Scheduled Tribe, Student, UGC",https://www.myscheme.gov.in/schemes/pdfscstc
435070a7,Post Graduate Scholarship Scheme for GATE/GPAT Qualified Students-AICTE,Education Learning,"AICTE in order to ensure the development of technical education in India awards Post Graduate Scholarship of ₹12,400/- per month to full-time GATE/CEED qualified students admitted to AICTE approved post-graduate programs in AICTE approved Institutions/University Dept. as per AICTE approved intake.","Post Graduate, Scholarship, GATE, GPAT, AICTE, CEED",https://www.myscheme.gov.in/schemes/pgssgategpatqsaicte
141b260d,Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm-UGC,Education Learning,University Grants Commission is implementing the scheme of Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm courses (including integrated dual degree courses).,"Post Graduate, Scholarship, GATE, GPAT, UGC, Student",https://www.myscheme.gov.in/schemes/pgsgategpatqspmtmempugc
fab05c6f,Post Doctoral Fellowship To Women Candidates,Education Learning,"The UGC has initiated a scheme of “Post Doctoral Fellowship for Women” to those candidates, who are unemployed holding Ph.D. degree in their respective subject areas with an aim to accelerate the talented instincts of the women candidates to carry out the advanced studies and research.","Post Doctoral, Fellowship, Woman, UGC",https://www.myscheme.gov.in/schemes/pdfwc
1518e09e,Post Graduate Scholarship for Ph.D./LLM Students,Education Learning,The scheme aims to provide financial assistance to students of Assam pursuing PhD and LLM degree courses in recognized institutions. It benefits academically meritorious students who have obtained at least 55% marks in their last qualifying examination and are domiciled in Assam.,"Education, Scholarship, PhD, LLM, Student, Research, Academic",https://www.myscheme.gov.in/schemes/pgspls
d4df5e83,Post Matric Scholarship for SC students (Delhi),Education Learning,"The scheme ""Post Matric Scholarship for SC Students"" aims to support SC students financially for post-matriculation studies. Benefits include fee reimbursement and monthly allowances. Intended beneficiaries are SC students with a family income below ₹2,50,000/- annually.","Education, Student, Scholarship, Scheduled Caste",https://www.myscheme.gov.in/schemes/pmsfssd
8aae3f6e,Post Matric Scholarship for Students belonging to Scheduled Caste Community,Education Learning,"The scheme ""Post Matric Scholarship for Students belonging to Scheduled Caste Community"" was launched by the Mizoram Scholarship Board, Government of Mizoram. The objective of the scheme is to provide financial assistance to students belonging to Scheduled Castes pursuing post-matriculation.","Mizoram, Scholarship, Scheduled Caste, Student, School, College, Education",https://www.myscheme.gov.in/schemes/mpmssc
706aac18,Post SSC Scholarship for Boys/Girls from Socially and Educationally Backward Classes,Education Learning,"The scheme aims to provide financial assistance to students from Socially & Educationally Backward Classes and Nomadic & De-notified Tribes pursuing education after SSC. Under this scheme, eligible students receive yearly scholarships ranging from ₹1,500 to ₹5,000, depending on their academic group.","Scholarship, SSC, Student, SEBC, NTDNT",https://www.myscheme.gov.in/schemes/psscsbg
c9ccb6e0,Post-Graduate Scholarships for Professional Courses for SC/ST Candidates,Education Learning,"The scheme has been initiated to provide opportunity to deprived sections of the society, viz. SC/ST for undertaking postgraduate level studies in Professional subjects like Engineering & Technology, Management, Pharmacy etc. in recognised Indian Universities/Institutions/Colleges.","Post Graduate, Scholarship, Professional Course, ST, SC, Student, UGC",https://www.myscheme.gov.in/schemes/pgspcscstc
efdbf204,Vice Chancellor Internship Scheme,Education Learning,"The Vice Chancellor Internship Scheme (VCIS) by the University of Delhi aims to provide students with experiential learning opportunities, integrating academic knowledge with practical work experience. This initiative aligns with the objectives of ""Samagra Shiksha"" (holistic education) as outlined..","Education, Honorarium, Student, Undergraduate, Postgraduate",https://www.myscheme.gov.in/schemes/vcis
b9d85a89,Visiting Advanced Joint Research Faculty Scheme,Education Learning,VAJRA Faculty Scheme is a dedicated program exclusively for overseas scientists and academicians with emphasis on NRI and Persons of Indian Origin/Overseas Citizen of India to work as adjunct/visiting faculty for a specific period of time in Indian Public funded academic and research institutions.,"Visiting, Joint Research, Faculty, VAJRA, Overseas, NRI, OCI, SERB",https://www.myscheme.gov.in/schemes/vajra
7f6678eb,West Bengal Freeship Scheme,Education Learning,"The West Bengal Freeship Scheme (WBFS)has been launched by the Department of Higher Education,  Government of West Bengal. This freeship would be provided as a tuition fee waiver for the under Graduate students level in Engineering & Technology/ Pharmacy/ Architecture.","Tuition Fee Waiver, Freeship, Financial Support, Engineering & Technology, Pharmacy, Architecture",https://www.myscheme.gov.in/schemes/wbfs
310ba11d,Pradhan Mantri Poshan Shakti Nirman,Education Learning,"The PM POSHAN Scheme, implemented by the Department of Education, DNH & DD, provides nutritious mid-day meals to school children. Earlier known as the Mid Day Meal Scheme (launched on 15.08.1995), it was renamed in 2021 to improve nutrition, attendance, and learning outcomes.","Mid-Day Meal, School Children, Nutrition, Government & Government Aided Schools, Health & Education",https://www.myscheme.gov.in/schemes/pm-poshan-dnhanddd
dfa6bc13,"""SUPER 30"" Scheme",Education Learning,"""Super 30"" was launched by the Directorate of Secondary Education, Tripura. The scheme aims to provide free coaching for JEE/ NEET to the students who are appearing in the class 10th Board Final Exam and want to pursue Science Stream in Class 11th & 12th with the aspiration to crack JEE/NEET.","School, Student, Education, Coaching, JEE, NEET",https://www.myscheme.gov.in/schemes/s30s
b0653f49,6% Interest Subsidy on Loans taken through Banks for Study Abroad,Education Learning,"The scheme aims to reduce financial stress for ST students pursuing foreign education by providing up to ₹1,50,000 subsidy on interest for 3 years.","Student, Higher Education, Scheduled Tribe, Loan, Foreign Study",https://www.myscheme.gov.in/schemes/6islbsa
a6a2b4f3,AICTE - Distinguished Chair Professor Fellowship,Education Learning,"A Fellowship Scheme by AICTE, MoE. The Distinguished Chair Professor Fellowship intends to utilize the expertise of highly qualified and experienced superannuated professionals who have made an unparalleled, exceptional professional contribution to society in their respective fields/disciplines.",Fellowship,https://www.myscheme.gov.in/schemes/dcpf
bc78a60f,"AICTE - Scheme For Promoting Interests, Creativity And Ethics Among Students",Education Learning,"AICTE-SPICES scheme provides financial support to institutions for developing students' clubs for the well-rounded development of students by promoting their interests, creativity, and ethics. This club should serve as a model for other clubs in the institution and also those in other institutions.","Student, Institution",https://www.myscheme.gov.in/schemes/aicte-spices
1d527e99,"AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH",Education Learning,"The scheme is intended for providing Financial Grant for conducting a Study Tour of ATAL TUNNEL
by Students / faculty of AICTE approved Institutions in the field of technical education.","Study Tour Of Atal Tunnel, Financial Gran",https://www.myscheme.gov.in/schemes/ayuvfak
d2e0219d,AICTE e-Shodh Sindhu Scheme (eSS),Education Learning,"AICTE e-Shodh Sindhu Scheme (eSS) provides subscriptions of e-Resources like Web of Science, Scopus,
ASME, ASCE and Bentham Science to institutions.","Subscriptions Of E-Resources, Web Of Science, Scopus, ASME, ASCE, Bentham Science",https://www.myscheme.gov.in/schemes/essstj
8d7a57f5,AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Degree),Education Learning,"Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education. This is an attempt to give every young specially-abled student the opportunity to study further.","Scholarship, PwD",https://www.myscheme.gov.in/schemes/sak-deg
bb9e5138,AICTE- TECHNICAL UNIVERSITY JOINT TRAINING PROGRAMS FOR TEACHERS,Education Learning,AICTE- Technical University Joint Training Programs for Teachers has been launched to train faculty members to prepare them for being successful in a knowledge society.,"Training, Faculty, Technical Education, Learning",https://www.myscheme.gov.in/schemes/tujtpft
4be468d9,AICTE-Margdarshan scheme,Education Learning,Margdarshan Initiative has been introduced by All India Council for Technical Education in 2018 for facilitating the technical institutes in order to improve the quality of technical education as a whole through accreditation by providing access to the facilities available in host institute.,"Technical Education, Grant-in-aid, Mentor Institute, Mentee Beneficiary Institutes",https://www.myscheme.gov.in/schemes/ams
cca485e5,AICTE-INAE Distinguished Visiting Professorship Scheme,Education Learning,All India Council for Technical Education (AICTE) and Indian National Academy of Engineering (INAE) distinguished visiting Professor scheme envisages promotion of industry-institute interaction.,"Fellowship, Distinguished Engineers, Engineer Scientists, Technologists, Visiting Professorship",https://www.myscheme.gov.in/schemes/dvps
79a1f9e0,AICTE- Technical University Joint Training Programs for Librarians,Education Learning,"AICTE- Technical University Joint Training Programs for Librarians, aims to provide financial assistance in conducting training to librarians to prepare them for being successful and effective in a knowledge society.","Training, Librarians, Technical University",https://www.myscheme.gov.in/schemes/atujtfl
3b35f6cc,"AICTE-IDEA (Idea Development, Evaluation & Application) LAB SCHEME",Education Learning,"Through Idea Lab Scheme, AICTE will be setting up Idea Labs in AICTE approved institutions to encourage students for application of science, technology engineering and mathematics (STEM) fundamentals towards enhanced hands-on experience, learning by doing and even product visualization.","Infrastructure, Lab, Financial Support, Engineering College And University",https://www.myscheme.gov.in/schemes/aiideals
c76e8a1e,AICTE-ISTE INDUCTION/REFRESHER PROGRAMME SCHEME,Education Learning,AICTE-ISTE Induction/ Refresher Programme provide financial assistance to AICTE approved institutions/universities in conducting training for the teaching faculties working in technical institutions.,"Training, Technical Education, Pedagogical Skills, Skill Development, AICTE",https://www.myscheme.gov.in/schemes/iirps
d9e9c5e0,AICTE-National Initiative for Training of Technical Teachers (for Inductee Teachers) Scheme,Education Learning,Ministry of Human Resource Development (MHRD) and All India Council for Technical Education (AICTE) jointly proposed an initiative called “National Initiative for Technical Teachers Training (NITTT)” to address the technical teachers of the country who plays an active role in the technical education,"Training, Technical Education, Pedagogy Modules, Inductee Teacher",https://www.myscheme.gov.in/schemes/nift
17bd43b2,AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,Education Learning,The All India Council for Technical Education in its 55th Meeting of the Council held on 14th August 2018 approved the Quality Improvement Programme (Foreign University) (QIP-FU). The QIP(FU) is an extension of the QIP program launched by the Government of India in the year 1970.,"Scholarship, Financial Assistance, Doctoral Degree",https://www.myscheme.gov.in/schemes/qipfu
f5d0df99,APJ Abdul Kalam Scholarship,Education Learning,"The scheme aims to provide financial assistance to minority students pursuing Polytechnic Diploma courses. Through this scheme, scholarships are provided to eligible minority students. The scheme is implemented by the Directorate of Minority Welfare.","Students, Financial Assistance, Academics, School",https://www.myscheme.gov.in/schemes/apjkrl
5884622f,"AICTE-SHORT TERM TRAINING PROGRAMME (STTP) (UT-J&K,LADAKH AND NER)",Education Learning,AICTE-Short Term Training Program (STTP) intends to conduct faculty training through financial assistance from AICTE to enable faculty members in the field of technical education.,"Financial Assistance, Technical Education, Faculty Training",https://www.myscheme.gov.in/schemes/asttpsu
a4924d30,AICTE-Technical Book Writing & Translation Scheme,Education Learning,AICTE-Technical Book Writing & Translation scheme has been launched by the All India Council for Technical Education (AICTE) to promote the use of 'Scheduled Regional Language' in Technical Education for creating knowledge base in local language.,"Technical Book Writing, Translation, Financial Support, Remuneration",https://www.myscheme.gov.in/schemes/atbwt
2a73b879,AICTE-Swanath Scholarship Scheme For Students,Education Learning,"A scholarship scheme by the Student Development Cell (StDC) of All India Council for Technical Education (AICTE) to provide encouragement and support to orphans, wards of parents who died due to Covid-19, wards of Armed Forces, and Central Paramilitary Forces martyred in action (Shaheed).","Orphan, Scholarship",https://www.myscheme.gov.in/schemes/aicte-ssss
9cb0f97a,AICTE-Training programs for Physical Education Trainers/Sport-Games Teachers/Director of Sports,Education Learning,"Training programs for Physical Education Trainers/Sport-Games Teachers/Director of Sports, aims to support institution in conducting trainings to develop the skill of the participants to involve the masses in traditional sports/games and fun games for physical activity through recreation.","Training, Physical Education, Sport Games, Physical Fitness",https://www.myscheme.gov.in/schemes/atppe
2ea2e4ce,Awarding Laptops To Meritorious Students Of Meghalaya,Education Learning,"The aims to award laptops to meritorious students of Board Examination. Through this scheme, laptops are provided to eligible students who meet the published merit criteria.","Laptop, Toppers, Students, Awards, Academic Excellence",https://www.myscheme.gov.in/schemes/laptopmeghalaya
b64b7053,Award of Pre-matric Scholarship to Scheduled Caste Students Studying from VI to X Standard in Government Schools and Government recognised Private Schools in the Union Territory of Puducherry,Education Learning,The objective of the scheme is to provide financial assistance to Scheduled Caste students to complete their education up to the secondary level and to avoid dropping out of the Scheduled Caste students from their education.,"Pre-matric, Scholarship, Scheduled Caste, Student",https://www.myscheme.gov.in/schemes/ap-msscssvixsgsgrpsutp
4b2d9444,"Award of Scholarship to the Cadets Belonging to UT of Puducherry and Studying in Rashtriya Indian Military College, Dehradun",Education Learning,"The objective of this scheme is to extend scholarships worth of ₹20,000/- per annum to the cadets belonging to the Union Territory of Puducherry who come from economically weak backgrounds and have been selected for admission into the Rashtriya Indian Military College, Dehradun.","Cadet, Military, Scholarship, Education",https://www.myscheme.gov.in/schemes/ascbutpsrimcd
ca5e1e29,Award to Scheduled Castes Students Who Secured Top Ranks at State and District Level in Standard X & XII (Sahuji Maharaj Assistance),Education Learning,"Under the scheme, Scheduled Castes Category students who have Secured Top Ranks at State and District Levels in Gujarat in Standard X & XII are given cash prizes. Cash prizes are awarded to the first three students who secure the highest ranks in both Standard X and Standard XII across all streams.","Student, SC, Top Rank, Award, Cash Prize",https://www.myscheme.gov.in/schemes/ascswstrsdlsxxiisma
2153768f,Award of Scholarships to Outstanding NCC Cadets of the UT of Puducherry,Education Learning,"The scheme aims to recognize and support outstanding NCC cadets. The scheme offers scholarships to eligible candidates in various divisions: Senior Division Boys (Up to graduation), Senior Wing Girls, Junior Division Boys (Up to 12th Standard), and Junior Wing Girls.","Cadet, NCC, Camp, Parade, Scholarship",https://www.myscheme.gov.in/schemes/asoncutp
c2ad773d,Awarding Teleeducation Scholarships To Afghan Students,Education Learning,"The ""Awarding Teleeducation Scholarships To Afghan Students"" scheme under e-VidyaBharati Network Project, launched by the Ministry of External Affairs, offers 1000 annual scholarships to Afghan students for UGC-approved online UG and PG programs from Indian universities.","Higher Studies, Afghanistan, Scholarship, Education, E-Learning",https://www.myscheme.gov.in/schemes/atestas
a1c0e707,"Award of ₹20,000/- to Best Writers",Education Learning,"The scheme provides a cash award of ₹20,000/- to the top 10 writers from Adi Dravidar, Tribal, or Adi Dravidar communities converted to Christianity, with one additional spot for a writer from other communities.","Tribal Welfare, Writers, Cash Award, Unemployment",https://www.myscheme.gov.in/schemes/atbw
8af7b3ac,Award of Scholarship to the Children who are Recipients of National Child Award for Exceptional Achievements and Other National / International Merit Awards,Education Learning,The objectives of this scheme are to recognize the talents of children who are recipients of the National Child Award for Exceptional Achievements and other National/International Merit Awards and to recognize the talents of children who are pursuing outstanding achievements in different fields.,"Scholarship, Award, Merit, School, Student",https://www.myscheme.gov.in/schemes/ascrncaeaonima
b72217db,Awards to Bright Students,Education Learning,"The ""Awards to Bright Students"" scheme offers financial assistance to the top two boys and two girls from Adi Dravidar/Tribal/Adi Dravidar Converted to Christianity in each district who have excelled in their 10th standard public examinations and continue their studies.","Tribal Welfare, Students, Cash Award, Education, Topper",https://www.myscheme.gov.in/schemes/atbs
cf8bdc93,Awasiya Vidyala Yojana,Education Learning,"""Awasiye Vidyala Yojana"" initiated by the Labor Department of the Uttar Pradesh State for the education of the construction worker.","Education, Social Welfare",https://www.myscheme.gov.in/schemes/avy
cab900bd,BC & EBC Girls Residential +2 High School,Education Learning,"The scheme aims to provide quality education and holistic development opportunities for girls from backward and extremely backward classes. Free education, accommodation, study material, medical support, and skill development programs are provided.","Financial Assistance, Girl Student, Backward Class, Extremely Backward Class, Vocational Training, Free Accommodation, Hostel",https://www.myscheme.gov.in/schemes/bcebcgrhs
8b53dc00,BPL (Below Poverty Line) Student Welfare Scholarship - Technical Education,Education Learning,The scheme aims to provide financial assistance in the form of scholarships to the economically weaker students studying in government engineering and polytechnic colleges of Chhattisgarh.  The scheme offers financial aid to students enrolled in professional courses.,"Student, Below Poverty Line, Education, Scholarship, BPL",https://www.myscheme.gov.in/schemes/bplsws
2cbb0769,Back-To-Lab Post-Doctoral Fellowship Programme,Education Learning,"The “Back-to-Lab” programme of Women Scientists Division offers Research and Post-Doctoral Fellowship to women who have break in their career, to facilitate their re-entry in science research.","Woman, Scientist, Post-Doctoral, Fellowship, Unemployed",https://www.myscheme.gov.in/schemes/btlpdfp
05e81c32,BPL Scholarship for College Students,Education Learning,"The scheme “BPL Scholarship For College Students” was implemented by the Department of Higher Education, Government of Chhattisgarh since 2005 to provide financial assistance to meritorious students from BPL category families to meet a part of their day-to-day expenses while pursuing higher studies.","BPL, Scholarship, College, Student, Graduate, Post Graduate",https://www.myscheme.gov.in/schemes/bplscs
47462e32,Backward Classes Foreign Study Scholarship Scheme,Education Learning,"Launched on 1st January 2007, the ""Backward Classes Foreign Study Scholarship Scheme"" by the Backward Classes and Minorities Welfare Department, Government of Madhya Pradesh provides financial assistance to backward class students for postgraduate, Ph.D., and post-research studies abroad.","Backward Classes, Foreign Study, Scholarship, Students, Financial Support",https://www.myscheme.gov.in/schemes/bcfsss
d60ed5c1,Back-to-Lab Research Fellowship Programme,Education Learning,"To facilitate the re-entry of women having a career break to Science research, the Kerala State Council of Science, Technology and Environment (KSCSTE) launched the “Back-to-Lab Research Fellowship Programme” in 2010.","Research, Fellowship, Woman, Scholar, Fellow, Unemployed",https://www.myscheme.gov.in/schemes/btlrfp
88794414,BSR Fellowship Scheme for Science Students - UGC,Education Learning,The objective of the scheme is to provide opportunities to meritorious candidates to undertake advanced studies and research leading to Ph.D. degrees in sciences.,"Research, Fellowship, Science, PhD, UGC, BSR, Student",https://www.myscheme.gov.in/schemes/bsrfssugc
1b40abf2,Backward Class Students Meritorious Award Scheme,Education Learning,"""Backward Classes Student Merit Award Scheme"" aims to recognize and reward academic excellence among backward-class students. Monetary awards are provided to one boy and one girl student from backward classes who secure the highest marks at the district level in class 10th and 12th board exams.","Backward Class, Student, Meritorious, Examination, Award, Education",https://www.myscheme.gov.in/schemes/bcsmas
c4b7639f,Banishree Scholarship,Education Learning,The aim provides assistance and encourages them to study as well as acquire technical/ professional/ vocational training.,"Education & Learning, Student Finance",https://www.myscheme.gov.in/schemes/bs
4f021d03,Bharati Scheme for Education - 1st Class to 5th Class,Education Learning,"""The Bharati Scheme for Education - 1st Class to 5th Class"" encourages Brahmin students of Andhra Pradesh to continue their education.  Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin student applicants.","Financial Assistance, Brahmin, Education, Student",https://www.myscheme.gov.in/schemes/bse
5361f6fd,Bharati Scheme for Education - 6th Class to 10th Class,Education Learning,"""The Bharati Scheme for Education - 6th Class to 10th Class"" encourages Brahmin students of Andhra Pradesh to continue their education. Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin student applicants.","Financial Assistance, Student, Brahmin",https://www.myscheme.gov.in/schemes/bse-6c10c
6e9330f1,Bharati Scheme for Education - Graduation,Education Learning,"The ""Bharati Scheme for Education - Graduation (Any regular course of 3 years duration after 10+2 will be considered under this category. i.e., B.A., B.Com, B.Sc., etc., including B.Ed.)"" provides financial assistance to encourage Brahmin students of Andhra Pradesh to continue their education.","Financial Assistance, Graduation, Brahmin, Student",https://www.myscheme.gov.in/schemes/bse-g
8368e353,Bharati Scheme for Education - Intermediate or Equivalent,Education Learning,"The scheme aims to encourage Brahmin students of Andhra Pradesh to continue their education. Through this scheme, financial assistance is provided to eligible poor Brahmin students.","Financial Assistance, Student, Polytechnic, ITI",https://www.myscheme.gov.in/schemes/bse-ie
3045d3d4,Bharati Scheme for Education - Professional Education Course,Education Learning,"The ""Bharati Scheme for Education - Professional Education Course"" encourages Brahmin students of Andhra Pradesh to continue their education. Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin student applicants.","Financial Assistance, Brahmin Community, Professional Course",https://www.myscheme.gov.in/schemes/bse-pec
51cacad7,Bharati Scheme for Education - Post-Graduation,Education Learning,"The ""Bharati Scheme for Education - Post-Graduation (Any course of 2 Years or more duration, after Graduation (10+2+3) will be considered under this category, i.e., M.Sc, M.Com, M.A., M.Tech, M.D., M.Pharm, MBA, etc.)"" encourages Brahmin students of Andhra Pradesh to continue their education.","Financial Assistance, Student, Post-Graduation, Brahmin Community",https://www.myscheme.gov.in/schemes/bse-pg
c81a5595,Bharati Scheme for Master’s Degree Overseas,Education Learning,"The ""Bharati Scheme for Master’s Degree Overseas"" aims to provide financial assistance to Brahmin students of Andhra Pradesh, who secured admission for any master's degree course overseas in reputed institutions for the year or students pursuing part of their course abroad.","Student, Financial Assistance, Master Degree, Aborad, Course",https://www.myscheme.gov.in/schemes/bsmdo
24841c7d,Bharati Scheme for Education Professional Education Course - Chartered Accountancy Final,Education Learning,"The ""Bharati Scheme for Education Professional Education Course - Chartered Accountancy Final"" encourages Brahmin students of Andhra Pradesh to continue their education. Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin students.","Financial Assistance, Chartered Accountant, Brahmin, Student",https://www.myscheme.gov.in/schemes/bsepec-caf
45dc8aa8,Bharati Scheme for Education Professional Education Course - Chartered Accountancy Intern,Education Learning,"The ""Bharati Scheme for Education Professional Education Course - Chartered Accountancy Intern (IPCC)"" encourages Brahmin students of Andhra Pradesh to continue their education. Under this scheme, financial assistance for the academic year will be granted to eligible poor Brahmin students.","Financial Assistance, Student, Chartered Accountancy, Brahmin Community",https://www.myscheme.gov.in/schemes/bsepec-cai
acc3d7bb,Bicycle Distribution Scheme for Girl Students of Economically Weaker Section,Education Learning,"Under this scheme, free bicycles will be distributed to 5,800 girl students belonging to the Economically Weaker Section (EWS), who are studying in government schools from Class 6 to Class 8, to facilitate their commute between home and school.","Girl Student, EWS, Bicycle",https://www.myscheme.gov.in/schemes/akvkckcvy
d654292c,Assistance to Lawyers for Starting their Practice,Education Learning,"This scheme provides financial assistance to unemployed Adi Dravidar and Tribal lawyers to help them start their legal practice, provided they have registered within the last five years and meet specific income criteria.","Tribal Welfare, Lawyers, Practice, Unemployment",https://www.myscheme.gov.in/schemes/atlfstp
6631ab42,Aswachh Dhandha Chhaatravrtti,Education Learning,"The objective of the scheme is to motivate students from marginalized sections of society, whose parents are involved in unclean & hazardous occupations, to pursue their education. Under the scheme, financial assistance of ₹1,850/- per annum is provided to students from Class 1 to Class 10.","Student, Scholarship, Scheduled Caste, Deprived Categories, Scavenger, Unclean Occupation, Unclean Occupation",https://www.myscheme.gov.in/schemes/adc
bdbd6d02,Atal Awasiya Vidyala Yojana,Education Learning,The Atal Awasiya Vidyalaya Yojana is an initiative launched by the Uttar Pradesh government to provide free education to children of construction workers employed in the informal sector.,"Free Education, Labor Community, Life Skill Education",https://www.myscheme.gov.in/schemes/aavy
e5cdbd4a,Award For Meritorious Students Of Meghalaya In The HSSLC Examination (Science Stream),Education Learning,"The Directorate of Educational Research & Training Meghalaya, Shillong is implementing a scheme in providing a one-time award for meritorious tribal students of Meghalaya who passed the current HSSLC Examination (Science) every year.","Financial Assistance, Award, Tribal Students, Meghalaya",https://www.myscheme.gov.in/schemes/amsmhsslc
